"","N1","hoved","grunn","county","region","Ind","Rv","Gv","maxmin"
"778","natopen","NA","T24-C-2_Troms","all","all","Soil_disturbance2",7.1390977443609,8.82461575746092,9
"779","natopen","NA","T24-C-2_Finnmark","all","all","Soil_disturbance1",4.26841571323902,2.28830198476806,1
"780","natopen","NA","T24-C-2_Finnmark","all","all","Soil_disturbance2",4.26841571323902,6.83178403784316,9
"781","natopen","NA","T29-C-1","all","all","Soil_disturbance1",4.47607318789585,2.69207317073171,1
"782","natopen","NA","T29-C-1","all","all","Soil_disturbance2",4.47607318789585,6.25041666666667,9
"783","natopen","NA","T29-C-2","all","all","Soil_disturbance1",2.94699887658482,2.20394017341533,1
"784","natopen","NA","T29-C-2","all","all","Soil_disturbance2",2.94699887658482,3.82872912613127,9
"785","natopen","NA","T29-C-3","all","all","Soil_disturbance1",4.37231819387151,3.2943681718708,1
"786","natopen","NA","T29-C-3","all","all","Soil_disturbance2",4.37231819387151,5.51339991713076,9
"787","natopen","NA","T29-C-4","all","all","Soil_disturbance1",4.44591836734694,3.11994117647059,1
"788","natopen","NA","T29-C-4","all","all","Soil_disturbance2",4.44591836734694,5.9376926369863,9
"789","natopen","NA","T29-C-5","all","all","Soil_disturbance1",4.59640672115404,2.78990024254467,1
"790","natopen","NA","T29-C-5","all","all","Soil_disturbance2",4.59640672115404,6.32666832250025,9
"791","natopen","NA","T29-C-6","all","all","Soil_disturbance1",4.6,2.45792852185982,1
"792","natopen","NA","T29-C-6","all","all","Soil_disturbance2",4.6,7,9
"793","natopen","T2","T2-C-7","all","all","aliens",100,95,0
"794","natopen","T2","T2-C-8","all","all","aliens",100,95,0
"795","natopen","T2","T2-C-7","all","all","erosion",100,93.75,0
"796","natopen","T2","T2-C-8","all","all","erosion",100,93.75,0
"797","natopen","T2","T2-C-7","all","all","shrub",90,75,25
"798","natopen","T2","T2-C-8","all","all","shrub",90,75,25
